YEAR (start),Date Duration,OperationName,Unit(s) – Description,Location,VC–NVAKIA's,Allied KIA's
1965,Dec 31 – Jan 13 1966,Operation Matador I[42],2/1 Cavalrysecurity and defence operation,"Bình Định,Kon TumandPleiku Provinces",,
1966,1966,Operation Lightning Bug[1],USAF air interdiction operations,,,
1966,Jan 1 – 8,Operation Marauder/Operation An Dan 564[2][3][4],"1st Infantry Division,173rd Airborne Brigade,1st Battalion, Royal Australian Regimentand ARVN operation inPlain of Reedsarea of theMekongDelta",Hậu Nghĩa Province,268,"15 US, 31 ARVN"
1966,Jan 1 – 18,Operation Jefferson,A combinedROK 2nd Marine Brigadeand paratroops of ARVN 47th Regiment search and destroy operation,Phú Yên Province,,
1966,Jan 1 – 20,Operation Matador III[1],1/1 Cavalrysearch and destroy operation along the Cambodian border,Kon TumandPleiku Provinces,,
1966,Jan 3 – 4,Operation War Bonnet[1],"2nd Battalion, 9th Marinesand3rd Tank Battalionsearch and destroy operation",Quảng Nam Province,,
1966,Jan 3 – 8,Operation Hang Over[1],"2nd Battalion,327th Infantry Regimentsearch and destroy operation",Ninh Thuận Province,,
1966,Jan 3 – 8,Operation Long Lance[1],"1st Battalion, 1st Marinessearch and destroy operation",Quảng Nam Province,,
1966,Jan 3 – 8,Operation Quick Kick[1],"1st Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,,
1966,Jan 8 – 14,Operation Crimp[5],"Operation by two brigades of the1st Infantry Divisionand the1st Battalion, Royal Australian Regiment","Ho Bo Woods, 20 km north ofCu Chi,Bình Dương Province",129,22
1966,Jan 9 – 11,Operation Flying Tiger VI[2],ARVN andROK Capital Divisionsearch and destroy operation,Bình Định Province,192,11
1966,Jan 11 – 14,Operation Quick Kick II[1],"1st Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,,
1966,Jan 11 – 17,Operation Mallard[6],"1st Battalion, 3rd Marinesand3rd Battalion, 7th Marinessearch and destroy operation","An Hoa,Quảng Nam Province",,
1966,Jan 12 – 25,Operation Short Fuse[1],2/1 Cavalrysearch and destroy operation,Tây Ninh Province,,
1966,Jan 12 – 31,Operation Buckskin[5],"3rd Brigade,1st Infantry Divisionsearch and destroy operation. Follow-up toOperation Crimp",Ho Bo Woodsto the north and west ofCu Chi,93,
1966,Jan 13 – 17,Operation Matador II[1],2/1 Cavalrysearch and destroy operation,"Bình Định,Kon TumandPleiku Provinces",,
1966,Jan 13 – 17,Operation Quick Hop/Operation Tyler[1],"2nd Battalion,327th Airborne Infantry Regimentsearch and destroy operation",Bình Thuận Province,,
1966,Jan 15 – 17,Operation Big Lodge[1],"2nd Battalion, 9th Marinessearch and destroy operation",Quảng Nam Province,,
1966,Jan 15 – 19,Operation Red Ball IV[1],"1st Brigade,1st Infantry Divisionresupply operation",III Corps,,
1966,Jan 17 – 18,Operation Pioneer I[1],"2nd Battalion,16th Infantry Regimentsearch and destroy operation",Biên Hòa Province,,
1966,Jan 18 – 20,Operation Retriever I[1],173rd Airborne Brigadesearch and destroy operation,Binh HoaandBình Dương Provinces,,
1966,Jan 19 – Feb 21,Operation Van Buren[2][7],"101st Airborne Division,ROK 2nd Marine Brigadeand ARVN 47th Regiment rice security operation",Phú Yên Province,679,"54 US, 45 ROK"
1966,Jan 20 – 24,Operation Kamehameha I[1],"3rd Brigade,25th Infantry Divisionsecurity operation alongRoute 19",Pleiku Province,,
1966,Jan 24 – 26,Operation Pioneer II[1],"2nd Brigade,1st Infantry Divisionsearch and destroy operation",Biên Hòa Province,,
1966,Jan 24 – 26,Operation Quick Kick III[8],"1st Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,,
1966,Jan 24 – 30,Operation Retriever II[1],173rd Airborne Brigadesearch and destroy operation,Binh HoaandBình Dương Provinces,,
1966,Jan 24 – Mar 6,Operation Masher/White Wing/Thang Phong II[9][10],"1st Cavalry Division, ARVN22nd DivisionAirborne Brigadeand 1st RegimentROK Capital Divisionoperation USMCOperation Double Eaglelinks in cross border segment",Bình Định Province,2389,"288 US, 10 ROK, 119 ARVN"
1966,Jan 28 – Feb 1,Operation Red Ball V[1],"1st Brigade,1st Infantry Divisionresupply operation",Bình Dương Province,,
1966,Jan 28 – Feb 15,Operation Mallet[1],"2nd Brigade,1st Infantry Divisionsearch and destroy operation to openRoute 15",Long Khánh Province,,
1966,Jan 28 – Feb 17,Operation Double Eagle[1][9],"3rd Battalion, 1st Marines,2nd Battalion, 3rd Marines,2nd Battalion, 4th Marines,2nd Battalion, 9th Marinesoperation linking in withOperation Masher/White Wing,Operation Lien Ket 22andOperation Thang Phuong II",Quảng NgãiandQuảng Trị Provinces,312,24
1966,Jan 29 – 31,Operation Kamehameha II[1],"3rd Brigade,25th Infantry Divisionsecurity operation alongRoute 19",Pleiku Province,,
1966,Jan 30 – 31,Operation Bobcat[1],US search and destroy operation,III Corps,,
1966,Jan 30 – Feb 3,Operation Bobcat Tracker[1],"2nd Brigade,25th Infantry Divisionsearch and destroy operation",Hậu Nghĩa Province,,
1966,Feb,Operation Reconstruction[1],"1st Brigade,101st Airborne Division,ROK 2nd Marine Brigadeand ARVN 47th Regiment search and destroy operation",south ofTuy HòaPhú Yên Province,,
1966,Feb 3 – 9,Operation Quick Kick IV[1],"1st Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,,
1966,Feb 3 – 15,Operation Taro Leaf[1],"2nd Brigade,25th Infantry Divisionsearch and destroy operation",Hậu Nghĩa Province,,
1966,Feb 4- 9,Operation Roundhouse[1][4],"173rd Airborne Brigadeand1st Battalion, Royal Australian Regimentsearch and destroy operation",Biên HòaandBình Dương Provinces,,
1966,Feb 5 – 8,Operation Taylor[1],"3rd Brigade,25th Infantry Divisionsearch and destroy and road clearing operation",Kon TumandPleiku Provinces,,
1966,Feb 6 – Mar 6,Operation Thừa Thiên 177[2],ARVN operation,Thừa Thiên Province,183,17
1966,Feb 7 – 11,Operation Road Runner VI[1],"3rd Brigade,1st Infantry Divisionroad clearing and security operation alongRoute 13","north ofBến Cát District,Bình Dương Province",,
1966,Feb 7 – 16,Operation Taut Bow[1],3rd Reconnaissance Battalionreconnaissance in force operation,"""Happy Valley"",Quảng Nam Province",,
1966,Feb 7 – May 1972,Operation Shed Light[11],USAF programme to develop night and adverse weather interdiction capabilities,South Vietnam & Laos,,
1966,Feb 8 – 9,Operation Bald Eagle[1],"3rd Brigade,1st Infantry Divisionsearch and destroy operation",III Corps,,
1966,Feb 9 – 21,Operation Kamehameha III[1],"3rd Brigade,25th Infantry Divisionsecurity operation alongRoute 19",Bình ĐịnhandPleiku Provinces,,
1966,Feb 11 – 28,Operation Eagle's Claw[12],1st Cavalry Divisionoperation,Bình Định Province,340,172
1966,Feb 11 – Mar 2,Operation Rolling Stone[4][5],"1st Infantry Brigade,1st Battalion, Royal Australian Regimentand the New Zealand artillery combined search and destroy, road repair, and pacification operation","30 km northwest ofBien Hoa Air Base,Bình Dương Province",154,11 US
1966,Feb 12 – 16,Operation Entree[1],173rd Airborne Brigadesearch and destroy operation,Biên Hòa Province,,
1966,Feb 12 – 16,Operation Evansville[1],1st Infantry Divisionsearch and destroy operation,Bình Dương Province,,
1966,Feb 13,Operation An Dan 14/66[2],ARVN operation,Long An Province,150,21
1966,Feb 14 – 16,Operation Breezeway[1],"1st Battalion,16th Infantry Regimentroad clearing and security operation alongRoute 13",Bình Dương Province,,
1966,Feb 14 – 16,Operation Paddy Bridge[1],"2nd Battalion,27th Infantry Regimentsearch and destroy operation",Hậu Nghĩa Province,,
1966,Feb 15 – 21,Operation Thang Long 234[2],ARVN operation,Darlac Province,270,62
1966,Feb 17 – 28,Operation Double Eagle II[13],"BLT3rd Battalion, 1st Marinesand3rd Battalion, 12th Marinessearch and destroy operation to engage the 1st VC Regiment",Que Son Valley,125,
1966,Feb 18 – 19,Operation Belt Line[1],"3rd Brigade,1st Infantry Divisionroad clearing and security operation alongRoute 13",Bình Dương Province,,
1966,Feb 21 – 27,Operation Mastiff[1],"2nd and 3rd Brigades,1st Infantry Divisionsearch and destroy operation","Michelin Rubber Plantationand the Boi Loi woods,Bình Dương,Binh LongandTây Ninh Provinces",,
1966,Feb 22 – 24,Operation Clean Sweep I[14],"2nd Brigade,25th Infantry Divisionand ARVN 49th Regiment search and destroy operation",Cu Chiarea,11,5 US
1966,Feb 22 – Mar 2,Operation Lam Son 235[15],2 Regiments of theARVN1st Divisionsearch and destroy operation,Quảng Trị Province,444,35
1966,Feb 25 – Mar 24,Operation Garfield[2],"3rd Brigade,25th Infantry Divisionoperation",Darlac Province,124,17
1966,Feb 26 – 28,Operation Kolchak I[1][16],"2nd Brigade,25th Infantry Divisionsearch and destroy operation",Hậu Nghĩa Province,5,
1966,Feb 26 – Mar 1,Operation Phoenix[1],173rd Airborne Brigadesearch and destroy operation,Biên Hòa Province,,15
1966,Feb 26 – Mar 24,Operation Harrison[2][17],"1st Brigade,101st Airborne Divisionsearch and clear operation","Tuy Hòaarea,Phú Yên Province",285,42
1966,Feb 27 – Mar 3,Operation New York[2][18],"2nd Battalion, 1st Marines, andHMM-163sweep operation joining with ARVNOperation Thừa Thiên 177","east ofPhu Bai,Thừa Thiên Province",122,15
1966,Mar 1 – 2,Operation Beer Barrel[1],"3rd Brigade,1st Infantry Divisionroad security operation",Bình Dương Province,,
1966,Mar 1 – 5,Operation Black Horse[1],2/1 Cavalrysearch and destroy operation,Bình Định Province,,
1966,Mar 1 – 5,Operation Hattiesburg[1],"2nd Brigade,1st Infantry Divisionsearch and destroy operation",Tây Ninh Province,,
1966,Mar 3 – 6,Operation Red Ball VI[1],"1st Brigade,1st Infantry Divisionroute security for resupply convoys",Biên HòaandBình Dương Provinces,,
1966,Mar 3 – 7,Operation Cocoa Beach[2],"3rd Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,199,15
1966,Mar 4,Operation Waikiki[1],"2nd Brigade,25th Infantry Divisionsearch and destroy operation",Hậu Nghĩa Province,,
1966,Mar 4 – 7,Operation Utah/Operation Lien Ket 26[2][19],"3rd Battalion, 1st Marines,2nd Battalion, 4th Marines,1st Battalion, 7th Marines,2nd Battalion, 7th MarinesandARVN 2nd Divisionsearch and destroy operation against the NVA 36th Regiment and VC Main Force units operation. FirstUSMCcontact with the NVA","11 km northwest ofQuảng Ngãi City,",632,"83 US, 32 ARVN"
1966,Mar 6 – 8,Operation Boston[1],"3rd Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,,
1966,Mar 7 – 24,Operation Silver City[1][2][4],"1st Brigade,1st Infantry Division,173rd Airborne Brigade,1st Battalion, Royal Australian RegimentandARVN 10th Divisionsearch and destroy operation. Major enemy unit encountered is the VC 271st Main Force Regiment","along theSong Be River,Bình Dương Province/Long Khánh Provinceborder area",336,107
1966,Mar 7 – 28,Operation Jim Bowie[1],2/1 Cavalryand3/1 Cavalrysearch and destroy operation,Bình Định Province,,
1966,Mar 9 – 10,Operation Los Angeles[1],"3rd Brigade,1st Infantry Divisionroute and convoy security operation alongRoute 13",Bình Dương Province,,
1966,Mar 12,Operation Toledo[1],"3rd Brigade,1st Infantry Divisionsecurity operation",III Corps,11,9
1966,Mar 13 – 15,Operation Tampa (1966)[1],"3rd Brigade,1st Infantry Divisionsecurity operation",III Corps,,
1966,Mar 13 – 17,Operation Salem[1],"1st Battalion,18th Infantry Regimentsearch and destroy operation",III Corps,,
1966,Mar 14 – 19,Operation Honolulu[1],"2nd Brigade,25th Infantry Divisionsearch and destroy operation","Cu Chi,Hậu Nghĩa Province",,
1966,Mar 14 – 21,Operation Buchanan/Operation Wyatt Earp/Operation Kam IV[1],"2/1 Cavalry2nd Battalion,35th Infantry Regimentreconnaissance in force and security operation alongRoute 19",II Corps,,
1966,Mar 14 – 21,Operation Wyatt Earp[1],"2/1 Cavalryand 2nd Battalion,35th Infantry Regimentreconnaissance in force and security operation onRoute 19",II Corps,,
1966,Mar 17 – 18,Operation Wheaton[1],"2nd Brigade,1st Infantry Divisionoperation",III Corps,,
1966,Mar 18 – 19,Operation Palestine[1],"3rd Brigade,1st Infantry Divisionsecurity operation",III Corps,,
1966,Mar 20 – 23,Operation Oregon[1][20],"2nd Battalion, 1st Marinesand1st Battalion, 4th Marinessearch and destroy operation",Quảng Trị Province,,
1966,Mar 20 – 24,Operation Cuu Long 15[2],ARVN operation,Kien Tuong Province,219,3
1966,Mar 20 – 25,Operation Texas/Operation Lien Ket 28[1][21],"3rd Battalion, 1st Marines,3rd Battalion, 7th Marines,2nd Battalion, 4th Marines,ARVN 5th Airborne BattalionandRepublic of Vietnam Marine Corpscombined reaction force operation landing nearAn Hoato encounter the 60th and 90th battalions of the 1st VC Regiment and the 11th Battalion, 21st NVA Regiment",An Hoa,623,99
1966,Mar 20 – 28,Operation Kings[1][22],"3rd Battalion, 3rd Marines,2nd Battalion, 9th Marinesand3rd Tank Battalionsearch and destroy operation","25 km southwest ofDa Nang,Quảng Nam Province",,
1966,Mar 21,Operation Lê Lợi 15[2],ARVN Special Forces operation,Darlac Province,134,10
1966,Mar 21 – May 5,Operation Benning[1],US security operation,II Corps,,
1966,Mar 23 – 25,Operation Brownsville[1],"3rd Brigade,1st Infantry Divisionsearch and destroy operation",III Corps,,
1966,Mar 23 – 26,Operation Brunswick[1],US security and road clearing operation alongRoute 13,III Corps,,
1966,Mar 23 – 27,Operation Mang Ho V[2],ROKA Capital Divisionsearch and destroy operation,Bình Định Province,349,17
1966,Mar 23 – 27,Operation Monroe[1],"2nd Brigade,1st Infantry Divisionsearch and destroy operation",III Corps,,
1966,Mar 24 – 25,Operation Waycross[1],"1st Brigade,1st Infantry DivisionandARVN 5th Divisionsearch and destroy operation","northwest ofPhu Loi,Bình Dương Province",,
1966,Mar 24 – 26,Operation Dan Chi 211/B[2],ARVN operation,Ba Xuyen Province,245,17
1966,Mar 24 – 29,Operation Olympa[1],"3rd Brigade,1st Infantry Divisionsearch and destroy operation",Bình Dương Province,,
1966,Mar 25 – Apr 8,Operation Lincoln[23],"1st and 3d Brigades,1st Cavalry Divisionand 3rd Brigade,25th Infantry Divisionsearch and destroy/reconnaissance in force operation against the same NVA units that had participated in thebattle of the Ia Drang Valley","vicinity ofPlei Meand theChu Pong Massif,PleikuandDarlac Provinces",522,51
1966,Mar 26 – Jul 21,Operation Fillmore[2][24],"1st Brigade,101st Airborne Division,ROK 2nd Marine Brigadeand ARVN 47th Regiment operation","vicinity ofTuy Hòa,Phú Yên Province",134[25],8 US
1966,Mar 26 – Apr 6,Operation Jackstay[1][26],"SLF1st Battalion, 5th Marinesand 2 Battalions ofVietnamese Marinessearch and clear operation along the Long Tau shipping channel",Rung Sat Special Zone,63,6
1966,Mar 26 – Sep 23,Operation Su Bok[2],ROK Capital Divisionoperation,Bình Định Province,299,23
1966,Mar 27 – Apr 1,Operation Red Ball VII[1],"1st Battalion,28th Infantry Regimentsearch and destroy operation",III Corps,,
1966,Mar 27 – May 5,Operation Buchanan II[1],"2/1 Cavalry2nd Battalion,35th Infantry Regimentroad clearing operation alongRoute 19fromQui NhơntoPleiku",Pleiku Province,,
1966,Mar 28 – 30,Operation Indiana/Operation Lien Ket 30[1][27],"1st Battalion, 7th Marinesand ARVN 5th Regiment,2nd Divisionoperation to reinforce ARVNOperation Quyet Tang 72",Quảng Ngãi Province,169,11
1966,Mar 29 – 30,Operation Alabama[1],USMCsearch and destroy operation,III Corps,,
1966,Mar 29 – Apr 5,Operation Circle Pines[2][28],"1st Battalion,5th Infantry Regimentand ARVN 7th Regiment operation","Ho Bo Woods,Hậu Nghĩa Province",170,32
1966,Mar 30 – Apr 15,Operation Abilene[29],"1st Infantry Divisionand1st Battalion, Royal Australian Regimentoperation",Phước Tuy Province,92,48
1966,Apr,Operation Cuu Long 7[29],ARVN7th Divisionsearch and destroy operation,Kien Tuong Province,140,11
1966,Apr,Operation Lam Son 255[29],ARVN1st Divisionoperation,Quảng Tín Province,33,
1966,Apr,Operation Nevada/Operation Lien Ket 34[1],"1st Battalion, 2nd Marines,2nd Battalion, 7th Marines,ARVN 2nd DivisionandVNMCsearch and destroy operation","Batangan Peninsula,Quảng Ngãi Province",68,3
1966,Apr 1 – 7,Operation York[1],"1st Battalion,28th Infantry Regimentsearch and destroy operation",III Corps,,
1966,Apr 1 – 11,Operation Orange[29],"1st Battalion, 3rd Marinessearch and destroy operation","nearThường Ðức, 40 km southwest ofDa Nang,Quảng Nam Province",57,18
1966,Apr 2 – 13,Operation Bun Kae 66-5[2],ROK Capital Divisionoperation,Bình Định Province,292,23
1966,Apr 6 – 8,Operation Kahuku[1][30],"1st Battalion,5th Infantry Regimentand ARVN 49th Regiment search and destroy operation",west ofCu Chi,26,
